cik,company,sic,state_of_inc,state_location,year,,
33992,"KINGSTONE COMPANIES, INC.",6411,DE,NY,2009,,
34067,DMC Global Inc.,3390,CO,CO,2016,,
34088,EXXON MOBIL CORP,2911,NJ,TX,2002,,
34115,CLAIRES STORES INC,5600,DE,IL,2002,,
34136,FAB INDUSTRIES INC,2250,DE,NY,2002,,
34151,JO-ANN STORES INC,5940,OH,OH,2002,,
34285,RELIABILITY INC,3825,TX,MD,2002,,
34339,FALCON PRODUCTS INC /DE/,2590,DE,MO,2002,,
34408,FAMILY DOLLAR STORES INC,5331,DE,NC,2002,,
34471,FANSTEEL INC,3490,DE,IA,2005,,
34489,WESTMINSTER CAPITAL INC,4899,DE,CA,2002,,
34497,COVISTA COMMUNICATIONS INC,4813,NJ,TN,2002,,
34563,FARMER BROTHERS CO,2090,CA,TX,2002,,
34587,FARMERS GROUP INC,6331,NV,CA,2002,,
34616,FARMLAND INDUSTRIES INC,5150,KS,MO,2002,,
34645,FARREL CORP,3559,DE,CT,2002,,
34782,1ST SOURCE CORP,6022,IN,IN,2002,,
34879,FEDERAL MOGUL CORP,3714,MI,MI,2002,,
34908,FEDERAL SCREW WORKS,3452,MI,MI,2002,,
34956,"OXYGEN BIOTHERAPEUTICS, INC.",8731,DE,NC,2008,,
35214,FERRO CORP,2851,OH,OH,2002,,
35527,FIFTH THIRD BANCORP,6022,OH,OH,2002,,
35733,FINANCIAL INDUSTRIES CORP,6311,TX,TX,2002,,
36029,FIRST FINANCIAL BANKSHARES INC,6022,TX,TX,2002,,
36032,REGIONS FINANCIAL CORP,6021,DE,AL,2002,,
36047,"CORELOGIC, INC.",7374,DE,CA,2010,,
36104,US BANCORP \DE\,6021,DE,MN,2002,,
36146,TRUSTMARK CORP,6021,MS,MS,2002,,
36270,M&T BANK CORP,6022,NY,NY,2002,,
36315,FIRST FINANCIAL CORP /TX/,6162,TX,TX,2008,,
36369,FIRST HARTFORD CORP,6500,ME,CT,2002,,
36377,"FIRST HAWAIIAN, INC.",6022,DE,HI,2016,,
36506,MACKINAC FINANCIAL CORP /MI/,6022,MI,MI,2004,,
36856,FIRST REPUBLIC CORP OF AMERICA,2200,DE,NY,2002,,
36966,FIRST HORIZON CORP,6021,TN,TN,2020,,
36995,WACHOVIA CORP NEW,6021,NC,NC,2002,,
37008,FIRST UNION REAL ESTATE EQUITY & MORTGAGE INVESTMENTS,6798,OH,MA,2002,,
37032,FIRST VIRGINIA BANKS INC,6022,VA,VA,2002,,
37049,FIRST WEST VIRGINIA BANCORP INC,6022,WV,WV,2002,,
37070,FIRST WILKOW VENTURE,6512,IL,IL,2002,,
37472,FLEXSTEEL INDUSTRIES INC,2510,MN,IA,2002,,
37634,FLORIDA POWER & LIGHT CO,4911,FL,FL,2002,,
37637,"DUKE ENERGY FLORIDA, LLC.",4911,NC,FL,2015,,
37643,FLORIDA PUBLIC UTILITIES CO,4931,FL,FL,2002,,
37651,FLORIDA ROCK INDUSTRIES INC,3270,FL,FL,2002,,
37748,MASSEY ENERGY CO,1220,DE,VA,2002,,
37785,FMC CORP,2800,DE,PA,2002,,
37808,FNB CORP/PA/,6021,PA,PA,2016,,
37912,DELHAIZE AMERICA INC,5411,NC,NC,2002,,
37914,"FOODARAMA SUPERMARKETS, INC.",5411,NJ,NJ,2005,,
37996,FORD MOTOR CO,3711,DE,MI,2002,,
38009,FORD MOTOR CREDIT CO LLC,6159,DE,MI,2007,,
38067,FOREST CITY ENTERPRISES INC,6512,OH,OH,2002,,
38074,FOREST LABORATORIES INC,2834,DE,NY,2002,,
38079,SABINE OIL & GAS CORP,1311,NY,TX,2014,,
38264,"Forward Industries, Inc.",3089,NY,NY,2018,,
38570,ORLEANS HOMEBUILDERS INC,1531,DE,PA,2002,,
38723,1st FRANKLIN FINANCIAL CORP,6141,GA,GA,2008,,
38725,FRANKLIN ELECTRIC CO INC,3621,IN,IN,2002,,
38777,FRANKLIN RESOURCES INC,6282,DE,CA,2002,,
38792,FRANKS NURSERY & CRAFTS INC,5900,MI,MI,2002,,
38824,FRAWLEY CORP,6552,DE,CA,2009,,
38984,"Real Industry, Inc.",5063,DE,TX,2015,,
39020,FREQUENCY ELECTRONICS INC,3825,DE,NY,2002,,
39047,FRISCHS RESTAURANTS INC,5812,OH,OH,2002,,
39092,FRIEDMAN INDUSTRIES INC,3310,TX,TX,2002,,
39135,FRIENDLY ICE CREAM CORP,5812,MA,MA,2002,,
39263,"CULLEN/FROST BANKERS, INC.",6021,TX,TX,2011,,
39273,FROZEN FOOD EXPRESS INDUSTRIES INC,4213,TX,TX,2002,,
39311,INDEPENDENT BANK CORP /MI/,6022,MI,MI,2002,,
39368,FULLER H B CO,2891,MN,MN,2002,,
39547,METROMEDIA INTERNATIONAL GROUP INC,7812,DE,NC,2002,,
39648,G&K SERVICES INC,7200,MN,MN,2002,,
39677,"AV Homes, Inc.",1531,DE,AZ,2011,,
39899,TEGNA INC,4833,DE,VA,2015,,
39911,GAP INC,5651,DE,CA,2002,,
40023,GARMENT CAPITOL ASSOCIATES,6512,NY,NY,2002,,
40194,GATEWAY ENERGY CORP/NE,4922,DE,TX,2008,,
40211,GATX CORP,4700,NY,IL,2002,,
40461,GENERAL BINDING CORP,3579,DE,IL,2002,,
40518,GENERAL DATACOMM INDUSTRIES INC,3661,DE,CT,2003,,
40528,"MedClean Technologies, Inc.",4955,DE,CO,2008,,
40533,GENERAL DYNAMICS CORP,3730,DE,VA,2002,,
40545,GENERAL ELECTRIC CO,3600,NY,MA,2002,,
40554,GENERAL ELECTRIC CAPITAL CORP,6141,DE,CT,2002,,
40570,GEE Group Inc.,7361,IL,FL,2016,,
40675,GENERAL KINETICS INC,3490,VA,VA,2002,,
40704,GENERAL MILLS INC,2040,DE,MN,2002,,
40729,Ally Financial Inc.,6172,DE,MI,2010,,
40730,Motors Liquidation Co,3711,DE,MI,2013,,
40864,VERIZON CALIFORNIA INC,4813,CA,NY,2002,,
40865,VERIZON FLORIDA INC,4813,FL,NY,2002,,
40867,VERIZON NORTH INC,4813,WI,NY,2002,,
40878,VERIZON SOUTH INC,4813,VA,NY,2002,,
40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",3760,DE,CA,2015,,
40934,GENESEE CORP,2082,NY,NY,2002,,
40987,GENUINE PARTS CO,5013,GA,GA,2002,,
41023,GEORESOURCES INC,1311,CO,TX,2008,,
41077,GEORGIA PACIFIC CORP,2400,GA,GA,2002,,
41091,GEORGIA POWER CO,4911,AL,GA,2002,,
41133,GERBER SCIENTIFIC INC,3559,CT,CT,2002,,
41296,GIANT GROUP LTD,9995,DE,CA,2002,,
41499,GILLETTE CO,3420,DE,MA,2002,,
41719,Glatfelter Corp,2621,PA,NC,2020,,
42050,WESTERN SIERRA MINING CORP,6794,UT,AZ,2004,,
42136,"Chang-On International, Inc.",2400,UT,F4,2007,,
42228,GOLDEN ENTERPRISES INC,2090,DE,AL,2002,,
42284,WHITEMARK HOMES INC,1531,CO,FL,2009,,
42293,GOLDEN WEST FINANCIAL CORP /DE/,6035,DE,CA,2002,,
42316,GOLDFIELD CORP,1623,DE,FL,2002,,
42429,GOLF HOST RESORTS INC,7011,CO,CO,2002,,
42542,GOODRICH CORP,3760,NY,NC,2002,,
42582,GOODYEAR TIRE & RUBBER CO /OH/,3011,OH,OH,2002,,
42682,GORMAN RUPP CO,3561,OH,OH,2002,,
42872,FRESENIUS MEDICAL CARE HOLDINGS INC /NY/,3841,NY,MA,2002,,
42888,GRACO INC,3561,MN,MN,2002,,
43196,GRAY TELEVISION INC,4833,GA,GA,2002,,
43300,GREAT ATLANTIC & PACIFIC TEA CO INC,5411,MD,NJ,2002,,
43350,Gas Natural Inc.,4924,OH,OH,2010,,
43362,GREAT LAKES CHEMICAL CORP,2890,DE,CT,2002,,
43398,GNC ENERGY CORP,5080,DE,TX,2003,,
43410,GREAT NORTHERN IRON ORE PROPERTIES,6795,MN,MN,2002,,
43704,GREEN MOUNTAIN POWER CORP,4911,VT,VT,2002,,
43920,"GREIF, INC",3412,DE,OH,2019,,
43952,GREY GLOBAL GROUP INC,7311,DE,NY,2002,,
44471,GUILFORD MILLS INC,2250,DE,NC,2002,,
44545,GULF POWER CO,4911,AL,FL,2002,,
44570,"ENTERGY GULF STATES LOUISIANA, LLC",4911,AR,LA,2007,,
44689,GYRODYNE CO OF AMERICA INC,6512,NY,NY,2006,,
44800,ANALEX CORP,7370,NY,VA,2002,,
45012,HALLIBURTON CO,1389,DE,TX,2002,,
45599,HARLAND JOHN H CO,2780,GA,GA,2002,,
45621,AMEXDRUG CORP,5122,CA,CA,2008,,
45694,NORAM CAPITAL HOLDINGS,7389,DE,TX,2009,,
45876,HARSCO CORP,3440,DE,PA,2002,,
45919,HARTE HANKS INC,2741,DE,TX,2002,,
45947,TALCOTT RESOLUTION LIFE INSURANCE CO,6311,CT,CT,2018,,
46043,HARVEY ELECTRONICS INC,5731,NY,NJ,2002,,
46080,"HASBRO, INC.",3944,RI,RI,2019,,
46109,HASTINGS MANUFACTURING CO,3714,MI,MI,2002,,
46129,HATHAWAY CORP,3825,CO,NY,2002,,
46195,BANK OF HAWAII CORP,6022,DE,HI,2002,,
46207,HAWAIIAN ELECTRIC CO INC,4911,HI,HI,2002,,
46267,HAWTHORNE FINANCIAL CORP,6035,CA,CA,2002,,
46445,HMI INDUSTRIES INC,3460,DE,OH,2002,,
46535,STEEL CITY PRODUCTS INC,5013,DE,PA,2002,,
46619,HEICO CORP,3724,FL,FL,2002,,
46640,HEINZ H J CO,2030,PA,PA,2002,,
46653,ABLEST INC,7363,DE,FL,2002,,
46656,REGENCY EQUITIES CORP,6512,DE,CA,2002,,
46709,HELIX TECHNOLOGY CORP,3559,DE,MA,2002,,
46765,"Helmerich & Payne, Inc.",1381,DE,OK,2015,,
46916,HENRY CO,2950,CA,CA,2002,,
46989,HERCULES INC,2890,DE,DE,2002,,
47035,HERLEY INDUSTRIES INC /NEW,3812,DE,PA,2002,,
47111,HERSHEY CO,2060,DE,PA,2005,,
47129,HERTZ CORP,7510,DE,FL,2002,,
47217,HP INC,3570,DE,CA,2015,,
47288,HIBERNIA CORP,6021,LA,NY,2002,,
47307,CRAWFORD UNITED Corp,3823,OH,OH,2019,,
47395,HIGH VOLTAGE ENGINEERING CORP,3620,MA,MA,2002,,
47518,"Hill-Rom Holdings, Inc.",3841,IN,IL,2008,,
47580,HILTON HOTELS CORP,7011,DE,CA,2002,,
48039,HollyFrontier Corp,2911,DE,TX,2011,,
48105,HOLOBEAM INC,6512,DE,NJ,2002,,
48165,HOMASOTE CO,2400,NJ,NJ,2002,,
48272,DOVER INVESTMENTS CORP,1531,DE,CA,2002,,
48287,HNI CORP,2522,IA,IA,2005,,
48465,HORMEL FOODS CORP /DE/,2011,DE,MN,2002,,
48595,STARWOOD HOTELS & RESORTS,6798,MD,NY,2002,,
48638,HOUGHTON MIFFLIN CO,2731,MA,MA,2003,,
48681,HOUSEHOLD FINANCE CORP,6141,DE,IL,2002,,
48732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,4911,TX,TX,2002,,
48898,HUBBELL INC,3640,CT,CT,2002,,
49029,HUGHES SUPPLY INC,5063,FL,FL,2002,,
49071,HUMANA INC,6324,DE,KY,2002,,
49196,HUNTINGTON BANCSHARES INC/MD,6021,MD,OH,2002,,
49401,SAUCONY INC,3021,MA,MA,2002,,
49444,FAMILY ROOM ENTERTAINMENT CORP,7812,NM,CA,2008,,
49534,LIFE PARTNERS HOLDINGS INC,6199,TX,TX,2008,,
49600,EASTGROUP PROPERTIES INC,6798,MD,MS,2002,,
49615,ID SYSTEMS INC,7389,DE,NJ,2005,,
49648,IDAHO POWER CO,4911,ID,ID,2002,,
49728,IEC ELECTRONICS CORP,3672,DE,NY,2002,,
49754,"Dine Brands Global, Inc.",5812,DE,CA,2017,,
49816,ILLINOIS POWER CO,4931,IL,IL,2002,,
49826,ILLINOIS TOOL WORKS INC,3560,DE,IL,2002,,
49930,IMPERIAL INDUSTRIES INC,3290,DE,FL,2002,,
49938,IMPERIAL OIL LTD,2911,,A0,2003,,
49996,INCO LTD,1000,,A6,2003,,
50073,INDEPENDENCE LEAD MINES CO,1090,AZ,ID,2002,,
50104,ANDEAVOR,2911,DE,OH,2017,,
50172,INDIANA MICHIGAN POWER CO,4911,IN,OH,2002,,
50183,INDIANA GAS CO INC,4924,IN,IN,2002,,
50292,IEH Corp,3678,NY,NY,2019,,
50341,FLEETBOSTON FINANCIAL CORP,6021,RI,MA,2002,,
50471,PARK CITY GROUP INC,7374,NV,UT,2009,,
50493,INGLES MARKETS INC,5411,NC,NC,2002,,
50548,ISPAT INLAND INC,3312,DE,IN,2002,,
50601,INNOVEX INC,3679,MN,MN,2002,,
50710,"JAVELIN PHARMACEUTICALS, INC",2834,DE,MA,2005,,
50725,GRIFFON CORP,3442,DE,NY,2002,,
50863,INTEL CORP,3674,DE,CA,2002,,
50957,FURNITURE BRANDS INTERNATIONAL INC,2510,DE,MO,2002,,
51011,INTERDYNE CO,9995,CA,CA,2009,,
51103,INTERNATIONAL ALUMINUM CORP,3442,CA,CA,2002,,
51124,AMERICAN BANKNOTE CORP,2750,DE,NY,2002,,
51143,INTERNATIONAL BUSINESS MACHINES CORP,3570,NY,NY,2002,,
51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2860,NY,NY,2002,,
51303,NAVISTAR FINANCIAL CORP,6159,DE,IL,2002,,
51410,INTERNATIONAL MULTIFOODS CORP,5140,DE,MN,2002,,
51434,INTERNATIONAL PAPER CO /NEW/,2621,NY,TN,2002,,
51548,INTERNATIONAL SPEEDWAY CORP,7948,FL,FL,2002,,
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",7311,DE,NY,2004,,
51939,CORUS BANKSHARES INC,6022,MN,IL,2002,,
52067,INVESTMENT PROPERTIES ASSOCIATES,6512,NY,NY,2002,,
52234,WINMILL & CO INC,6282,DE,NY,2003,,
52428,AMERIPRISE CERTIFICATE CO,,DE,MN,2005,,
52466,IONICS INC,3559,MA,MA,2002,,
52485,INTERSTATE POWER & LIGHT CO,4931,IA,IA,2002,,
52532,MERCURY AIR GROUP INC,5172,NY,CA,2002,,
52617,IRWIN FINANCIAL CORP,6022,IN,IN,2004,,
52795,ANIXTER INTERNATIONAL INC,5063,DE,IL,2003,,
52827,RAYONIER INC,2400,NC,FL,2002,,
52969,JACLYN INC,3100,DE,NJ,2002,,
52971,JACO ELECTRONICS INC,5065,NY,NY,2002,,
52988,JACOBS ENGINEERING GROUP INC /DE/,1600,DE,TX,2002,,
53025,JACOBSON STORES INC,5311,MI,MI,2002,,
53260,JAYARK CORP,5020,DE,NY,2002,,
53320,STRATEGIC INTERNET INVESTMENTS INC,7372,DE,MT,2008,,
53347,JEFFERSON PILOT CORP,6311,NC,NC,2002,,
53456,JERSEY CENTRAL POWER & LIGHT CO,4911,OH,OH,2002,,
53500,"NEW BASTION DEVELOPMENT, INC.",6500,PA,FL,2009,,
53540,JILCO INDUSTRIES INC,3944,CA,CA,2009,,
53669,JOHNSON CONTROLS INC,2531,WI,WI,2002,,
54003,JORGENSEN EARLE M CO /DE/,5051,DE,CA,2002,,
54050,JOSTENS INC,3911,MN,MN,2002,,
54056,JOURNAL COMMUNICATIONS INC,2711,WI,WI,2002,,
54175,ADVANTAGE CAPITAL DEVELOPMENT CORP,6770,NV,FL,2005,,
54187,MAYS J W INC,6512,NY,NY,2002,,
54193,K TEL INTERNATIONAL INC,3652,MN,MN,2002,,
54291,KAISER ALUMINUM & CHEMICAL CORP,3334,DE,TX,2002,,
54381,KAMAN CORP,5080,CT,CT,2002,,
54424,X-CHANGE CORP,4813,NV,CO,2008,,
54441,FURMANITE CORP,1700,DE,TX,2007,,
54473,KANSAS CITY LIFE INSURANCE CO,6311,MO,MO,2002,,
54476,"EVERGY METRO, INC.",4911,MO,MO,2019,,
54480,KANSAS CITY SOUTHERN,4011,DE,MO,2002,,
54496,KANSAS GAS & ELECTRIC CO /KS/,4911,KS,KS,2002,,
54502,"KINDER MORGAN, INC.",4923,KS,TX,2009,,
54507,"EVERGY KANSAS CENTRAL, INC.",4911,MO,KS,2019,,
54681,KATY INDUSTRIES INC,3559,DE,CA,2002,,
54883,KEANE INC,7371,MA,MA,2002,,
54991,KEITHLEY INSTRUMENTS INC,3825,OH,OH,2002,,
55067,KELLOGG CO,2040,DE,MI,2002,,
55080,KELLWOOD CO,2330,DE,MO,2002,,
55135,KELLY SERVICES INC,7363,DE,MI,2002,,
55234,KENILWORTH SYSTEMS CORP,7990,NY,NY,2002,,
55242,KENNAMETAL INC,3541,PA,PA,2002,,
55362,Investors Heritage Capital Corp,6311,KY,KY,2009,,
55373,KENTUCKY POWER CO,4931,KY,OH,2002,,
55387,KENTUCKY UTILITIES CO,4911,KY,KY,2002,,
55454,"KERR GROUP, LLC",3089,DE,IN,2009,,
55529,KEWAUNEE SCIENTIFIC CORP /DE/,3821,DE,NC,2002,,
55604,KEYSTONE CONSOLIDATED INDUSTRIES INC,3312,DE,TX,2002,,
55698,FIRST YEARS INC,3080,MA,MA,2002,,
55772,KIMBALL INTERNATIONAL INC,2520,IN,IN,2002,,
55785,KIMBERLY CLARK CORP,2621,DE,TX,2002,,
55805,NORTH AMERICAN GALVANIZING & COATINGS INC,3470,DE,OK,2003,,
55820,ENSTAR GROUP INC,6799,GA,AL,2002,,
56047,KIRBY CORP,4400,NV,TX,2002,,
56362,KNAPE & VOGT MANUFACTURING CO,2540,MI,MI,2002,,
56679,KORN FERRY,7361,DE,CA,2019,,
56701,KOSS CORP,3651,DE,WI,2002,,
56806,KREISLER MANUFACTURING CORP,3724,DE,NJ,2008,,
56824,KMART CORP,5331,MI,IL,2002,,
56868,PRIMEENERGY RESOURCES CORP,1311,DE,TX,2018,,
56873,KROGER CO,5411,OH,OH,2002,,
56978,KULICKE & SOFFA INDUSTRIES INC,3559,PA,U0,2002,,
57055,KV PHARMACEUTICAL CO /DE/,2834,DE,MO,2002,,
57131,LA-Z-BOY INC,2510,MI,MI,2002,,
57139,LABARGE INC,3812,DE,MO,2002,,
57183,SPIRE MISSOURI INC,4924,AL,MO,2017,,
57497,LAMSON & SESSIONS CO,3640,OH,OH,2002,,
57515,LANCASTER COLONY CORP,2030,OH,OH,2002,,
57528,"SNYDER'S-LANCE, INC.",2052,NC,NC,2011,,
57725,LANNETT CO INC,2834,DE,PA,2004,,
58361,"LEE ENTERPRISES, INC",2711,DE,IA,2005,,
58492,LEGGETT & PLATT INC,2510,MO,MO,2002,,
58592,4Licensing Corp,6794,NY,NY,2012,,
58822,LESCARDEN INC,3841,NY,NY,2009,,
59229,LIBERTY CORP,6311,SC,SC,2002,,
59240,LIBERTY HOMES INC,2452,IN,IN,2002,,
59255,VALHI INC /DE/,2060,DE,TX,2002,,
59440,VECTOR GROUP LTD,2111,DE,FL,2002,,
59478,ELI LILLY & Co,2834,IN,IN,2019,,
59527,LINCOLN ELECTRIC HOLDINGS INC,3540,OH,OH,2002,,
59544,LINCOLN INTERNATIONAL CORP,4700,KY,F4,2002,,
59558,LINCOLN NATIONAL CORP,6311,IN,PA,2002,,
59860,GOLDRICH MINING CO,1000,AK,WA,2008,,
60086,LOEWS CORP,6331,DE,NY,2002,,
60150,SIENA HOLDINGS INC,6162,DE,TX,2002,,
60302,LONGVIEW FIBRE CO,2650,WA,WA,2002,,
60519,LOUISIANA-PACIFIC CORP,2421,DE,TN,2004,,
60527,"ENTERGY LOUISIANA HOLDINGS, INC",4911,AR,TX,2005,,
60549,LOUISVILLE GAS & ELECTRIC CO /KY/,4911,KY,KY,2002,,
60667,LOWES COMPANIES INC,5211,NC,NC,2002,,
60714,LSB INDUSTRIES INC,2810,DE,OK,2002,,
60751,LUBRIZOL CORP,2860,OH,OH,2002,,
60849,LUFKIN INDUSTRIES INC,3560,TX,TX,2002,,
60876,CYBEX INTERNATIONAL INC,3949,NY,MA,2002,,
60977,LYDALL INC /DE/,2200,DE,CT,2002,,
61004,LGL GROUP INC,3679,IN,FL,2006,,
61138,MACDERMID INC,2890,CT,CT,2002,,
61339,MADISON GAS & ELECTRIC CO,4931,WI,WI,2002,,
61398,TELLURIAN INC. /DE/,1311,DE,TX,2017,,
61442,ASCENT MEDIA GROUP INC,7822,DE,CA,2002,,
61478,ADC TELECOMMUNICATIONS INC,3661,MN,MN,2002,,
61500,"Fuda Faucet Works, Inc.",3430,DE,F4,2008,,
61611,MAINE PUBLIC SERVICE CO,4911,ME,ME,2002,,
61986,MANITOWOC CO INC,3531,WI,WI,2002,,
62234,MARCUS CORP,7011,WI,WI,2002,,
62262,SUMMA INDUSTRIES/,3089,DE,CA,2002,,
62709,"MARSH & MCLENNAN COMPANIES, INC.",6411,DE,NY,2004,,
62737,MARSH SUPERMARKETS INC,5411,IN,IN,2002,,
62741,MARSHALL & ILSLEY CORP/WI/,6021,WI,WI,2002,,
62996,MASCO CORP /DE/,2430,DE,MI,2002,,
63276,MATTEL INC /DE/,3942,DE,CA,2002,,
63296,MATTHEWS INTERNATIONAL CORP,3360,PA,PA,2002,,
63330,MAUI LAND & PINEAPPLE CO INC,2033,HI,HI,2002,,
63541,MAYTAG CORP,3630,DE,IA,2002,,
63754,MCCORMICK & CO INC,2090,MD,MD,2002,,
63814,MAXXAM INC,3334,DE,TX,2002,,
63908,MCDONALDS CORP,5812,DE,IL,2002,,
64040,S&P Global Inc.,7320,NY,NY,2016,,
64247,MORTON INDUSTRIAL GROUP INC,3089,GA,IL,2002,,
64279,MCMORAN EXPLORATION CO /DE/,1311,DE,LA,2002,,
64463,MECHANICAL TECHNOLOGY INC,3829,NY,NY,2002,,
64472,GENCOR INDUSTRIES INC,3531,DE,FL,2002,,
64578,COMPEX TECHNOLOGIES INC,3845,MN,MN,2003,,
64647,"SensiVida Medical Technologies, Inc.",3841,NJ,NJ,2009,,
64670,MEDTRONIC INC,3845,MN,MN,2002,,
64708,MEGATECH CORP,2741,MA,MA,2002,,
64782,MELLON FINANCIAL CORP,6021,PA,PA,2002,,
64803,CVS HEALTH Corp,5912,DE,RI,2014,,
64892,MENTOR CORP /MN/,3842,MN,CA,2002,,
64908,MERCANTILE BANKSHARES CORP,6022,MD,MD,2002,,
64978,MERCK SHARP & DOHME CORP.,2834,NJ,NJ,2009,,
64996,MERCURY GENERAL CORP,6331,CA,CA,2002,,
65011,MEREDITH CORP,2721,IA,IA,2002,,
65031,COX TECHNOLOGIES INC,1311,NC,NC,2002,,
65100,"MERRILL LYNCH & CO., INC.",6211,DE,NY,2008,,
65195,MESTEK INC,3585,PA,MA,2002,,
65201,MET PRO CORP,3564,DE,PA,2002,,
65224,HuntMountain Resources,1000,WA,WA,2007,,
65270,METHODE ELECTRONICS INC,3678,DE,IL,2002,,
65312,"EVI INDUSTRIES, INC.",7200,DE,FL,2019,,
65350,METROPOLITAN EDISON CO,4911,OH,OH,2002,,
65358,UNITED CAPITAL CORP /DE/,3490,DE,NY,2002,,
65384,METROPOLITAN MORTGAGE & SECURITIES CO INC,6799,WA,WA,2002,,
65596,SIEBERT FINANCIAL CORP,6211,NY,NY,2002,,
65632,MICHIGAN CONSOLIDATED GAS CO /MI/,4924,MI,MI,2002,,
65695,ANR PIPELINE CO,4922,DE,TX,2002,,
65759,MICROPAC INDUSTRIES INC,3674,DE,TX,2009,,
65770,"MICROVISION, INC.",3679,DE,WA,2015,,
65873,ALLTEL CORP,4813,DE,AR,2002,,
65914,MID STATE RACEWAY INC,7948,NY,NY,2002,,
65984,ENTERGY CORP /DE/,4911,AR,LA,2002,,
66004,MIDDLESEX WATER CO,4941,NJ,NJ,2003,,
66025,MIDLAND CO,6331,OH,OH,2002,,
66382,HERMAN MILLER INC,2520,MI,MI,2020,,
66388,MILLER INDUSTRIES INC,6512,FL,FL,2009,,
66418,MEXCO ENERGY CORP,1311,CO,TX,2002,,
66479,MILLIPORE CORP /MA,3826,MA,MA,2002,,
66544,MILASTAR CORP,3390,DE,MN,2002,,
66570,MSA Safety Inc,3842,,PA,2014,,
66600,"Quad M Solutions, Inc.",1090,ID,NJ,2019,,
66649,MINES MANAGEMENT INC,1000,ID,WA,2005,,
66740,3M CO,2670,DE,MN,2002,,
66756,ALLETE INC,4931,MN,MN,2002,,
66895,MISSISSIPPI CHEMICAL CORP /MS/,2870,MS,MS,2002,,
66901,"ENTERGY MISSISSIPPI, LLC",4911,TX,MS,2018,,
66904,MISSISSIPPI POWER CO,4911,AL,MS,2002,,
66960,AQUILA  INC,4911,DE,MO,2002,,
67215,DYCOM INDUSTRIES INC,1623,FL,FL,2002,,
67279,MOCON INC,3829,MN,MN,2002,,
67347,MODINE MANUFACTURING CO,3714,WI,WI,2002,,
67472,MOLEX INC,3678,DE,IL,2002,,
67494,PIERRE FOODS INC,2050,NC,OH,2002,,
67517,MONARCH CEMENT CO,3270,KS,KS,2002,,
67618,MONMOUTH CAPITAL CORP,6500,NJ,NJ,2002,,
67625,MONMOUTH REAL ESTATE INVESTMENT CORP,6798,DE,NJ,2002,,
67646,MONONGAHELA POWER CO /OH/,4911,OH,WV,2002,,
67686,PHARMACIA CORP /DE/,2800,DE,NJ,2002,,
67716,MDU RESOURCES GROUP INC,4932,DE,ND,2002,,
67887,MOOG INC.,3590,NY,NY,2013,,
67931,MOORE WALLACE INC,2761,,IL,2003,,
68145,MORGANS FOODS INC,5812,OH,OH,2002,,
68270,RUBY TUESDAY INC,5812,GA,TN,2002,,
68505,"Motorola Solutions, Inc.",3663,DE,IL,2010,,
68589,QUESTAR GAS CO,4923,UT,UT,2002,,
68622,QWEST CORP,4813,CO,LA,2002,,
68709,MTS SYSTEMS CORP,3829,MN,MN,2002,,
68726,MUELLER PAUL CO,3443,MO,MO,2002,,
69422,INTERGROUP CORP,6513,DE,CA,2009,,
69488,MYERS INDUSTRIES INC,3089,OH,OH,2002,,
69499,MYLAN LABORATORIES INC,2834,PA,PA,2002,,
69623,NANTUCKET INDUSTRIES INC,2320,DE,VA,2002,,
69633,"NAPCO SECURITY TECHNOLOGIES, INC",3669,DE,NY,2010,,
69671,NASH FINCH CO,5140,DE,MN,2002,,
69680,NASHUA CORP,2670,MA,NH,2002,,
69733,NATHANS FAMOUS INC,5812,DE,NY,2002,,
69891,NATIONAL BEVERAGE CORP,2086,DE,FL,2002,,
69970,NATIONAL CITY CORP,6021,DE,OH,2006,,
70033,NDCHEALTH CORP,7389,DE,GA,2002,,
70145,NATIONAL FUEL GAS CO,4924,NJ,NY,2002,,
70415,GP STRATEGIES CORP,8200,DE,MD,2002,,
70453,NATIONAL PROPERTIES CORP,6512,IA,IA,2002,,
70487,NATIONAL RESEARCH CORP,8734,WI,NE,2003,,
70502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,6159,DC,VA,2002,,
70530,NATIONAL SEMICONDUCTOR CORP,3674,DE,CA,2002,,
70538,NATIONAL SERVICE INDUSTRIES INC,3640,DE,GA,2002,,
70578,NATIONAL STEEL CORP,3312,DE,IN,2002,,
70684,NATIONAL WESTERN LIFE INSURANCE CO,6311,CO,TX,2002,,
70793,NBTY INC,2834,DE,NY,2002,,
70816,NAVARRE 500 BUILDING ASSOCIATES,6512,NY,NY,2002,,
70858,BANK OF AMERICA CORP /DE/,6021,DE,NC,2002,,
70866,NCR CORP,3578,MD,GA,2002,,
71023,THOMAS NELSON INC,2731,TN,TN,2004,,
71180,NEVADA POWER CO,4911,NV,NV,2002,,
71241,NEW BRUNSWICK SCIENTIFIC CO INC,3821,NJ,NJ,2002,,
71337,NEW ENGLAND POWER CO,4911,MA,MA,2002,,
71344,VERIZON NEW ENGLAND INC,4813,NY,MA,2002,,
71428,VERIZON NEW JERSEY INC,4813,NJ,NJ,2002,,
